,Unnamed: 0,User,Text,Date,Favorites,Retweets,Mentions,HashTags,docs,streets,highways,exits,markers,road_closed
700,10857,TotalTrafficSAT,Vehicle on fire in #NewBraunfels on I-35 (Northeast Side) SB at Hwy 46 #traffic http://bit.ly/17hwv06,2020-08-27 20:55:46+00:00,0,0,,#NewBraunfels #traffic,vehicle on fire in #newbraunfels on i-35 (northeast side) sb at hwy 46 #traffic http://bit.ly/17hwv06,[],"['i-35', 'hwy 46']",[],[],1.0
701,10859,TotalTrafficHOU,Accident. right shoulder blocked in #SouthSide on I-610 S Lp WB after Almeda / FM 521 #traffic http://bit.ly/17hsIjn,2020-08-27 20:50:43+00:00,0,0,,#SouthSide #traffic,accident. right shoulder blocked in #southside on i-610 s lp wb after almeda / fm 521 #traffic http://bit.ly/17hsijn,[],['i-610'],[],[],1.0
702,10861,TotalTrafficAUS,Disabled vehicle. right shoulder blocked in #SanMarcos on I-35 SB at Mccarty Ln/Exit 201 #ATXtraffic http://bit.ly/10BGKax,2020-08-27 20:40:44+00:00,0,0,,#SanMarcos #ATXtraffic,disabled vehicle. right shoulder blocked in #sanmarcos on i-35 sb at mccarty ln/exit 201 #atxtraffic http://bit.ly/10bgkax,[],['i-35'],['exit 201'],[],1.0
703,10862,TotalTrafficAUS,Disabled vehicle. right shoulder blocked in #SanMarcos on I-35 NB at Aquarena Springs Dr/Exit 206 #ATXtraffic http://bit.ly/10BGKax,2020-08-27 20:40:43+00:00,0,0,,#SanMarcos #ATXtraffic,disabled vehicle. right shoulder blocked in #sanmarcos on i-35 nb at aquarena springs dr/exit 206 #atxtraffic http://bit.ly/10bgkax,[],['i-35'],['exit 206'],[],1.0
705,10865,TotalTrafficAUS,"Disabled vehicle, left lane blocked in #Travis on I-35 NB at Oltorf St/Exit 232, stop and go traffic back to Woodward St #ATXtraffic http://bit.ly/10BGKax",2020-08-27 20:35:44+00:00,0,0,,#Travis #ATXtraffic,"disabled vehicle, left lane blocked in #travis on i-35 nb at oltorf st/exit 232, stop and go traffic back to woodward st #atxtraffic http://bit.ly/10bgkax","['oltorf st', 'woodward st']",['i-35'],['exit 232'],[],1.0
706,10867,TotalTrafficAUS,"Accident affecting i-35 exit ramp in #Austin on TX-71 EB at I H 35, slow traffic back to Congress Ave #ATXtraffic http://bit.ly/10BGKax",2020-08-27 20:35:43+00:00,0,0,,#Austin #ATXtraffic,"accident affecting i-35 exit ramp in #austin on tx-71 eb at i h 35, slow traffic back to congress ave #atxtraffic http://bit.ly/10bgkax",['congress ave'],['i-35'],[],[],1.0
707,10869,TotalTrafficAUS,"Accident. two left lanes blocked in #Travis on I-35 NB at Oltorf St/Exit 232, stop and go traffic back to Woodward St #ATXtraffic http://bit.ly/10BGKax",2020-08-27 20:15:43+00:00,0,0,,#Travis #ATXtraffic,"accident. two left lanes blocked in #travis on i-35 nb at oltorf st/exit 232, stop and go traffic back to woodward st #atxtraffic http://bit.ly/10bgkax","['oltorf st', 'woodward st']",['i-35'],['exit 232'],[],1.0
709,10872,TotalTrafficHOU,Accident. right shoulder blocked in #NorthSide on I-45 N Fwy Outbound after Richey #traffic http://bit.ly/17hsIjn,2020-08-27 19:45:43+00:00,0,0,,#NorthSide #traffic,accident. right shoulder blocked in #northside on i-45 n fwy outbound after richey #traffic http://bit.ly/17hsijn,[],['i-45'],[],[],1.0
710,10874,TotalTrafficHOU,Object on roadway. center lane blocked in #Downtown on US-69 Eastex Fwy Outbound after I-10 #traffic http://bit.ly/17hsIjn,2020-08-27 19:40:43+00:00,0,0,,#Downtown #traffic,object on roadway. center lane blocked in #downtown on us-69 eastex fwy outbound after i-10 #traffic http://bit.ly/17hsijn,['center lane'],"['us-69', 'i-10']",[],[],1.0
711,10880,TotalTrafficAUS,Disabled vehicle. right shoulder blocked in #Travis on I 35 SB at Grand Ave Pky #ATXtraffic http://bit.ly/10BGKax,2020-08-27 19:00:43+00:00,0,0,,#Travis #ATXtraffic,disabled vehicle. right shoulder blocked in #travis on i 35 sb at grand ave pky #atxtraffic http://bit.ly/10bgkax,['grand ave'],[],[],[],1.0
712,10881,TotalTrafficHOU,Accident on exit ramp in #NorthSide on I-45 N Fwy Inbound at The 610 N Lp #traffic http://bit.ly/17hsIjn,2020-08-27 18:55:43+00:00,0,0,,#NorthSide #traffic,accident on exit ramp in #northside on i-45 n fwy inbound at the 610 n lp #traffic http://bit.ly/17hsijn,[],['i-45'],[],[],1.0
713,10882,TotalTrafficAUS,Disabled vehicle. right shoulder blocked in #Travis on I-35 SB at Riverside Dr/Exit 233 #ATXtraffic http://bit.ly/10BGKax,2020-08-27 18:45:43+00:00,0,0,,#Travis #ATXtraffic,disabled vehicle. right shoulder blocked in #travis on i-35 sb at riverside dr/exit 233 #atxtraffic http://bit.ly/10bgkax,[],['i-35'],['exit 233'],[],1.0
714,10888,TotalTrafficAUS,"Accident cleared in #Travis on I-35 SB at 7th St/Exit 234, stop and go traffic back to M L K Jr Blvd/Exit 235 #ATXtraffic http://bit.ly/10BGKax",2020-08-27 17:50:43+00:00,0,0,,#Travis #ATXtraffic,"accident cleared in #travis on i-35 sb at 7th st/exit 234, stop and go traffic back to m l k jr blvd/exit 235 #atxtraffic http://bit.ly/10bgkax","['7th st', 'jr blvd']",['i-35'],"['exit 234', 'exit 235']",[],1.0
715,10895,TotalTrafficAUS,Disabled vehicle. right shoulder blocked in #SanMarcos on I-35 SB at Posey Rd/Exit 199 #ATXtraffic http://bit.ly/10BGKax,2020-08-27 17:25:43+00:00,0,0,,#SanMarcos #ATXtraffic,disabled vehicle. right shoulder blocked in #sanmarcos on i-35 sb at posey rd/exit 199 #atxtraffic http://bit.ly/10bgkax,['posey rd'],['i-35'],['exit 199'],[],1.0
716,10901,TotalTrafficAUS,"Accident in #Travis on I-35 SB at 7th St/Exit 234, stop and go traffic back to M L K Jr Blvd/Exit 235 #ATXtraffic http://bit.ly/10BGKax",2020-08-27 17:10:43+00:00,0,0,,#Travis #ATXtraffic,"accident in #travis on i-35 sb at 7th st/exit 234, stop and go traffic back to m l k jr blvd/exit 235 #atxtraffic http://bit.ly/10bgkax","['7th st', 'jr blvd']",['i-35'],"['exit 234', 'exit 235']",[],1.0
718,10906,GeorgetownTXFD,A transformer fire on Del Webb Blvd north of Trail of the Flowers is the cause of power outage in Sun City. The fire is out and traffic is moving on Del Webb. Use caution @georgetowntx utility workers are still in the area. @GeorgetownTXPD just cleared. Power is being restored. – at Legacy Hills Golf Course,2020-08-27 17:05:16+00:00,3,5,@georgetowntx @GeorgetownTXPD,,a transformer fire on del webb blvd north of trail of the flowers is the cause of power outage in sun city. the fire is out and traffic is moving on del webb. use caution @georgetowntx utility workers are still in the area. @georgetowntxpd just cleared. power is being restored. – at legacy hills golf course,['webb blvd'],[],[],[],1.0
719,10910,TotalTrafficAUS,"Accident in #Travis on I-35 SB at 7th St/Exit 234, stopped traffic back to M L K Jr Blvd/Exit 235 #ATXtraffic http://bit.ly/10BGKax",2020-08-27 16:45:43+00:00,0,0,,#Travis #ATXtraffic,"accident in #travis on i-35 sb at 7th st/exit 234, stopped traffic back to m l k jr blvd/exit 235 #atxtraffic http://bit.ly/10bgkax","['7th st', 'jr blvd']",['i-35'],"['exit 234', 'exit 235']",[],1.0
723,10916,TotalTrafficHOU,High water has receded but closure is still in place. in #Galveston on Harborside Dr EB between 25th St/Rosenberg St and 14th St/Christopher Columbus Blvd #traffic http://bit.ly/17hsIjn,2020-08-27 16:15:43+00:00,2,0,,#Galveston #traffic,high water has receded but closure is still in place. in #galveston on harborside dr eb between 25th st/rosenberg st and 14th st/christopher columbus blvd #traffic http://bit.ly/17hsijn,"['25th st', 'rosenberg st', '14th st', 'columbus blvd']",[],[],[],1.0
724,10918,TotalTrafficHOU,Stalled vehicle affects the exit ramp. in #SwSide on I-69 SW NB at Hillcroft #traffic http://bit.ly/17hsIjn,2020-08-27 15:55:43+00:00,0,0,,#SwSide #traffic,stalled vehicle affects the exit ramp. in #swside on i-69 sw nb at hillcroft #traffic http://bit.ly/17hsijn,[],['i-69'],[],[],1.0
725,10919,CarlyLaing1,#TRAFFIC : Highland Road blocked at Woodbridge Blvd. tree blocking roadway ,2020-08-27 15:53:08+00:00,1,2,,#TRAFFIC,#traffic : highland road blocked at woodbridge blvd. tree blocking roadway ,"['highland road', 'woodbridge blvd']",[],[],[],1.0
726,10922,TotalTrafficHOU,"Vehicle fire. right lane blocked. in #NwSide on W. Lp 610 NB after Hwy 290, stop and go traffic back to Old Katy Rd. #traffic http://bit.ly/17hsIjn",2020-08-27 15:45:43+00:00,0,0,,#NwSide #traffic,"vehicle fire. right lane blocked. in #nwside on w. lp 610 nb after hwy 290, stop and go traffic back to old katy rd. #traffic http://bit.ly/17hsijn","['right lane', 'katy rd']",['hwy 290'],[],[],1.0
727,10925,TotalTrafficHOU,Vehicle fire affects the exit ramp. in #NwSide on W. Lp 610 NB after Hwy 290 #traffic http://bit.ly/17hsIjn,2020-08-27 15:40:44+00:00,0,0,,#NwSide #traffic,vehicle fire affects the exit ramp. in #nwside on w. lp 610 nb after hwy 290 #traffic http://bit.ly/17hsijn,[],['hwy 290'],[],[],1.0
728,10926,TotalTrafficHOU,Vehicle fire. right lane blocked. in #NwSide on W. Lp 610 NB after Hwy 290 #traffic http://bit.ly/17hsIjn,2020-08-27 15:40:43+00:00,0,0,,#NwSide #traffic,vehicle fire. right lane blocked. in #nwside on w. lp 610 nb after hwy 290 #traffic http://bit.ly/17hsijn,['right lane'],['hwy 290'],[],[],1.0
729,10932,TotalTrafficBTR,"Disabled vehicle, left lane blocked in #Ascension on I 10 WB at LA-73/Old Jefferson Hwy/Prairieville/Geismar/Exit 173 #traffic http://bit.ly/12oyfoo",2020-08-27 14:45:43+00:00,0,0,,#Ascension #traffic,"disabled vehicle, left lane blocked in #ascension on i 10 wb at la-73/old jefferson hwy/prairieville/geismar/exit 173 #traffic http://bit.ly/12oyfoo",['jefferson hwy'],[],['exit 173'],[],1.0
731,10940,TotalTrafficBTR,Right lane blocked due to downed tree in #Livingston on I-12 EB between Juban Rd/LA 1026/Exit 12 and Walker S Rd/ Hwy 447/ Exit 15 #traffic http://bit.ly/12oyfoo,2020-08-27 14:05:43+00:00,0,0,,#Livingston #traffic,right lane blocked due to downed tree in #livingston on i-12 eb between juban rd/la 1026/exit 12 and walker s rd/ hwy 447/ exit 15 #traffic http://bit.ly/12oyfoo,"['right lane', 'juban rd', 'rd/ hwy']","['i-12', 'la 1026']","['exit 12', 'exit 15']",[],1.0
732,10942,TotalTrafficBTR,Right lane blocked due to downed tree in #Iberville on I 10 EB at Hwy 975/Whiskey Bay/Exit 127 #traffic http://bit.ly/12oyfoo,2020-08-27 13:55:43+00:00,0,0,,#Iberville #traffic,right lane blocked due to downed tree in #iberville on i 10 eb at hwy 975/whiskey bay/exit 127 #traffic http://bit.ly/12oyfoo,['right lane'],['hwy 975'],['exit 127'],[],1.0
733,10943,TotalTrafficHOU,Stalled vehicle affects the entrance ramp. in #NwSide on US-290 NW EB at Telge #traffic http://bit.ly/17hsIjn,2020-08-27 13:55:43+00:00,0,0,,#NwSide #traffic,stalled vehicle affects the entrance ramp. in #nwside on us-290 nw eb at telge #traffic http://bit.ly/17hsijn,[],['us-290'],[],[],1.0
734,10949,TotalTrafficBTR,Accident with injury in #EastBatonRouge on Government St at S Acadian Trwy #traffic http://bit.ly/12oyfoo,2020-08-27 13:25:43+00:00,0,0,,#EastBatonRouge #traffic,accident with injury in #eastbatonrouge on government st at s acadian trwy #traffic http://bit.ly/12oyfoo,['government st'],[],[],[],1.0
735,10950,TotalTrafficHOU,"Accident. two left lanes blocked in #NorthSide on I-45 Inbound at W Rd., stop and go traffic back to Aldine Bender #traffic http://bit.ly/17hsIjn",2020-08-27 13:20:44+00:00,0,0,,#NorthSide #traffic,"accident. two left lanes blocked in #northside on i-45 inbound at w rd., stop and go traffic back to aldine bender #traffic http://bit.ly/17hsijn",['w rd'],['i-45'],[],[],1.0
736,10953,TotalTrafficHOU,"Accident. two left lanes blocked in #NorthSide on I-45 N Inbound at W Rd., stopped traffic back to The N Sam Houston Pkwy #traffic http://bit.ly/17hsIjn",2020-08-27 13:10:43+00:00,0,0,,#NorthSide #traffic,"accident. two left lanes blocked in #northside on i-45 n inbound at w rd., stopped traffic back to the n sam houston pkwy #traffic http://bit.ly/17hsijn","['w rd', 'houston pkwy']",['i-45'],[],[],1.0
737,10954,TotalTrafficAUS,"Accident cleared in #Travis on I-35 NB at Cesar Chavez St/Exit 234, stopped traffic back to Woodward St #ATXtraffic http://bit.ly/10BGKax",2020-08-27 13:10:43+00:00,0,0,,#Travis #ATXtraffic,"accident cleared in #travis on i-35 nb at cesar chavez st/exit 234, stopped traffic back to woodward st #atxtraffic http://bit.ly/10bgkax","['chavez st', 'woodward st']",['i-35'],['exit 234'],[],1.0
740,10958,TotalTrafficBTR,Right lane blocked due to downed tree in #Iberville on I 10 EB at Hwy 975/Whiskey Bay/Exit 127 #traffic http://bit.ly/12oyfoo,2020-08-27 12:50:43+00:00,0,0,,#Iberville #traffic,right lane blocked due to downed tree in #iberville on i 10 eb at hwy 975/whiskey bay/exit 127 #traffic http://bit.ly/12oyfoo,['right lane'],['hwy 975'],['exit 127'],[],1.0
741,10959,TotalTrafficHOU,Stalled vehicle affects the entrance ramp. in #NwSide on US-290 NW EB at Telge #traffic http://bit.ly/17hsIjn,2020-08-27 12:50:43+00:00,0,0,,#NwSide #traffic,stalled vehicle affects the entrance ramp. in #nwside on us-290 nw eb at telge #traffic http://bit.ly/17hsijn,[],['us-290'],[],[],1.0
742,10963,TotalTrafficAUS,"Accident in #Travis on I-35 NB at Cesar Chavez St/Exit 234, stopped traffic back to Woodward St #ATXtraffic http://bit.ly/10BGKax",2020-08-27 12:15:43+00:00,0,0,,#Travis #ATXtraffic,"accident in #travis on i-35 nb at cesar chavez st/exit 234, stopped traffic back to woodward st #atxtraffic http://bit.ly/10bgkax","['chavez st', 'woodward st']",['i-35'],['exit 234'],[],1.0
743,10965,MichelleKHOU,"Update: Wow. What a DIFFERENCE a few pieces of heavy duty equipment, a hardworking @TxDOT crew, &amp; an hour of time can make! They haven’t cleared all the rocks littering Highway 87 on High Island/Bolivar Peninsula just yet, but they’ve put a GOOD dent in it! #KHOU11 #HTownRush – at High Island Beach",2020-08-27 11:51:38+00:00,26,118,@TxDOT,#KHOU11 #HTownRush,"update: wow. what a difference a few pieces of heavy duty equipment, a hardworking @txdot crew, &amp; an hour of time can make! they haven’t cleared all the rocks littering highway 87 on high island/bolivar peninsula just yet, but they’ve put a good dent in it! #khou11 #htownrush – at high island beach",[],['highway 87'],[],[],1.0
745,10967,TotalTrafficHOU,Stalled vehicle affects the connecting ramp to i-45 gulf. in #SouthSide on SH-288 NB at I-45/Gulf Fwy #traffic http://bit.ly/17hsIjn,2020-08-27 11:50:43+00:00,0,0,,#SouthSide #traffic,stalled vehicle affects the connecting ramp to i-45 gulf. in #southside on sh-288 nb at i-45/gulf fwy #traffic http://bit.ly/17hsijn,[],"['i-45', 'i-45']",[],[],1.0
746,10968,TotalTrafficBTR,Left lane blocked due to downed tree in #WestBatonRouge on I 10 WB after LA-415/Lobdell/Exit 151 and before LA-77/Rosedale/Grosse Tete/Exit 139 #traffic http://bit.ly/12oyfoo,2020-08-27 11:35:43+00:00,0,0,,#WestBatonRouge #traffic,left lane blocked due to downed tree in #westbatonrouge on i 10 wb after la-415/lobdell/exit 151 and before la-77/rosedale/grosse tete/exit 139 #traffic http://bit.ly/12oyfoo,['left lane'],[],"['exit 151', 'exit 139']",[],1.0
747,10971,TotalTrafficBTR,Left lane blocked in #WestBatonRouge on I 10 WB after LA-415/Lobdell/Exit 151 and before LA-77/Rosedale/Grosse Tete/Exit 139 #traffic http://bit.ly/12oyfoo,2020-08-27 11:30:43+00:00,0,0,,#WestBatonRouge #traffic,left lane blocked in #westbatonrouge on i 10 wb after la-415/lobdell/exit 151 and before la-77/rosedale/grosse tete/exit 139 #traffic http://bit.ly/12oyfoo,['left lane'],[],"['exit 151', 'exit 139']",[],1.0
748,10975,MichelleKHOU,HAPPENING NOW: @TxDOT crews just brought in this heavy duty machinery to clear up large rocks littering Highway 87 here on High Island/Bolivar Peninsula after #HurricaneLaura’s strong waves pushed it in. The highways been shut down since last night bc of it. #KHOU11 #HTownRush – at High Island Beach,2020-08-27 10:46:06+00:00,56,147,@TxDOT,#HurricaneLaura #KHOU11 #HTownRush,happening now: @txdot crews just brought in this heavy duty machinery to clear up large rocks littering highway 87 here on high island/bolivar peninsula after #hurricanelaura’s strong waves pushed it in. the highways been shut down since last night bc of it. #khou11 #htownrush – at high island beach,[],['highway 87'],[],[],1.0
750,10979,TotalTrafficBTR,"Disabled vehicle, right lane blocked in #EastBatonRouge on I-110 NB at US 61/US 190/Airline Hwy/Exit 5 #traffic http://bit.ly/12oyfoo",2020-08-27 09:45:43+00:00,0,0,,#EastBatonRouge #traffic,"disabled vehicle, right lane blocked in #eastbatonrouge on i-110 nb at us 61/us 190/airline hwy/exit 5 #traffic http://bit.ly/12oyfoo","['right lane', 'airline hwy']","['i-110', 'us 61', 'us 190']",['exit 5'],[],1.0
752,10991,TotalTrafficHOU,High water in various areas. use caution in #Galveston on FM-3005 Both EB/WB between CR-257 and TX-87/Avenue J/Broadway St #traffic http://bit.ly/17hsIjn,2020-08-27 03:45:43+00:00,1,1,,#Galveston #traffic,high water in various areas. use caution in #galveston on fm-3005 both eb/wb between cr-257 and tx-87/avenue j/broadway st #traffic http://bit.ly/17hsijn,['broadway st'],[],[],[],1.0
754,10999,TotalTrafficHOU,"Accident. two right lanes blocked in #NorthSide on I-45 N Fwy Outbound at W Rd., stop and go traffic back to W Mt. Houston #traffic http://bit.ly/17hsIjn",2020-08-27 02:45:43+00:00,0,0,,#NorthSide #traffic,"accident. two right lanes blocked in #northside on i-45 n fwy outbound at w rd., stop and go traffic back to w mt. houston #traffic http://bit.ly/17hsijn",['w rd'],['i-45'],[],[],1.0
755,11003,TotalTrafficHOU,"Accident. two right lanes blocked in #NorthSide on I-45 Outbound at W Rd., stop and go traffic back to W Mt. Houston #traffic http://bit.ly/17hsIjn",2020-08-27 02:40:43+00:00,0,0,,#NorthSide #traffic,"accident. two right lanes blocked in #northside on i-45 outbound at w rd., stop and go traffic back to w mt. houston #traffic http://bit.ly/17hsijn",['w rd'],['i-45'],[],[],1.0
756,11005,TotalTrafficHOU,"Disabled vehicle, right lane blocked in #NorthSide on The Hardy Tollroad Inbound at Crosstimbers, stop and go traffic back to Tidwell #traffic http://bit.ly/17hsIjn",2020-08-27 02:15:43+00:00,0,1,,#NorthSide #traffic,"disabled vehicle, right lane blocked in #northside on the hardy tollroad inbound at crosstimbers, stop and go traffic back to tidwell #traffic http://bit.ly/17hsijn",['right lane'],[],[],[],1.0
758,11014,TotalTrafficAUS,Disabled vehicle. right shoulder blocked in #HaysComalCo.SanMarcos on I-35 SB at Ctr Point Rd/Exit 200 #ATXtraffic http://bit.ly/10BGKax,2020-08-27 00:55:44+00:00,0,0,,#HaysComalCo #ATXtraffic,disabled vehicle. right shoulder blocked in #hayscomalco.sanmarcos on i-35 sb at ctr point rd/exit 200 #atxtraffic http://bit.ly/10bgkax,['point rd'],['i-35'],['exit 200'],[],1.0
759,11018,TotalTrafficAUS,"Accident cleared in #Travis on I 35 NB at TX-45, slow traffic back to Grand Ave Pky #ATXtraffic http://bit.ly/10BGKax",2020-08-27 00:20:45+00:00,0,0,,#Travis #ATXtraffic,"accident cleared in #travis on i 35 nb at tx-45, slow traffic back to grand ave pky #atxtraffic http://bit.ly/10bgkax",['grand ave'],[],[],[],1.0
760,11019,TotalTrafficAUS,Disabled vehicle. right shoulder blocked in #Travis on Mopac SB at Bee Caves Rd #ATXtraffic http://bit.ly/10BGKax,2020-08-27 00:20:43+00:00,0,0,,#Travis #ATXtraffic,disabled vehicle. right shoulder blocked in #travis on mopac sb at bee caves rd #atxtraffic http://bit.ly/10bgkax,['caves rd'],[],[],[],1.0
761,11021,TotalTrafficHOU,Accident cleared in #FortBend on US-90-ALT Inbound before FM-1952 #traffic http://bit.ly/17hsIjn,2020-08-26 23:55:43+00:00,0,0,,#FortBend #traffic,accident cleared in #fortbend on us-90-alt inbound before fm-1952 #traffic http://bit.ly/17hsijn,[],['us-90-alt'],[],[],1.0
